identifier,trade_update_date,run_date,vessel_name,port_of_unlading,estimated_arrival_date,foreign_port_of_lading,record_status_indicator,place_of_receipt,port_of_destination,foreign_port_of_destination,secondary_notify_party_1,actual_arrival_date,consignee_name,consignee_address,consignee_contact_name,consignee_comm_number_qualifier,consignee_comm_number,shipper_party_name,shipper_address,shipper_contact_name,shipper_comm_number_qualifier,shipper_comm_number,container_number,description_sequence_number,piece_count,description_text,harmonized_number,harmonized_value,harmonized_weight,harmonized_weight_unit
2017020856733,2017-01-20T00:00:00,2017-02-08T00:00:00,DUNEDIN STAR,"Anchorage, Alaska",2017-02-05T00:00:00,"Pusan,South Korea",New,"BUSAN, KOREA",,,,2017-02-07T00:00:00,AMERICAN SEAFOODS COMPANY,"MARKET PLACE TOWER 2025 FIRST AVE  SUITE 900 SEATTLE, WA 98121",,Telephone Number,206-448-0300,NGU S&G CO.,"#707, KUK-JE O/T 263 JUNGANG-DAERO DONG-GU, BUSAN, KOREA",,Telephone Number,82-51-263-4777,NC,1,11988,EMPTY PALLETS INSTURMENTS OF INTERNATIONAL TRAFFIC,,,,
2017020856737,2017-01-20T00:00:00,2017-02-08T00:00:00,DUNEDIN STAR,"Anchorage, Alaska",2017-02-05T00:00:00,"Pusan,South Korea",New,"BUSAN, KOREA",,,,2017-02-07T00:00:00,AMERICAN SEAFOODS COMPANY,"2025 FIRST AVE SUITE 900 SEATTLE, WA 98121",,Telephone Number,206-448-0300,"ARA LOGISTICS CO., LTD","RM 505 MARKET HALL BUSAN INTER FISH MARKET B/D #35 WONGYANG-RO, BUSAN, KOREA",,Telephone Number,82-51-253-3007,NC,1,600,NEW SHORT SLING,,,,
2017020869060,2017-01-30T00:00:00,2017-02-08T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-02-06T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-02-07T00:00:00,AMERIGAS PROPANE LP,20810 BIRCHWOOD SPUR ROAD    BIRCHWOOD AK 99999 US,,,,PLAINS MIDSTREAM CANADA ULC,11010 125 STREET    SCOTFORD BC 029699 CA,,,,PROX33981,1,1,LIQUEFIED PETROLEUM GAS,,,,
2017020869615,2017-01-31T00:00:00,2017-02-08T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-02-06T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-02-07T00:00:00,ALASKA WEST EXPRESS INC,1095 SANDURI ST    FAIRBANKS AK  US,,,,METHANEX CORP,1 OCELOT ROAD    KITIMAT   CA,,,,FURX130509,1,1,METHANOL,,,,
2017030421296,2017-02-07T00:00:00,2017-03-04T00:00:00,APL THAILAND,"Anchorage, Alaska",2017-03-03T00:00:00,"Pusan,South Korea",New,"BUSAN-PNIT, PUSAN",,,,2017-03-03T00:00:00,SEAFREEZE LTD.,"100 DAVISVILLE PIER NORTH,KINGSTOWN RHODE ISLAND, 02852, U.S.A. IDF# 16221393744",,Telephone Number,TEL 401-295-2585 FAX 401-295-5825,YOUCHAN CORPORATION,"ADD 981,JUNGANGDAE-RO,BUSANJIN-GU, BUSAN, KOREA YANGJEONG-DONG,CITYHAL CENTVILL,RM#1027  ZIP CODE  47209",,Telephone Number,VAT NO.  TAX ID   605-25-19419,APRU5853912,1,2070,FROZEN PACIFIC SAURY -FOR BAIT- ---FREIGHT PREPAID---,,,,
2017030421296,2017-02-07T00:00:00,2017-03-04T00:00:00,APL THAILAND,"Anchorage, Alaska",2017-03-03T00:00:00,"Pusan,South Korea",New,"BUSAN-PNIT, PUSAN",,,,2017-03-03T00:00:00,SEAFREEZE LTD.,"100 DAVISVILLE PIER NORTH,KINGSTOWN RHODE ISLAND, 02852, U.S.A. IDF# 16221393744",,Telephone Number,TEL 401-295-2585 FAX 401-295-5825,YOUCHAN CORPORATION,"ADD 981,JUNGANGDAE-RO,BUSANJIN-GU, BUSAN, KOREA YANGJEONG-DONG,CITYHAL CENTVILL,RM#1027  ZIP CODE  47209",,Telephone Number,VAT NO.  TAX ID   605-25-19419,APRU6139411,1,2069,FROZEN PACIFIC SAURY -FOR BAIT- ---FREIGHT PREPAID---,,,,
2017022442797,2017-02-16T00:00:00,2017-02-24T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-02-21T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-02-23T00:00:00,,,,,,,,,,,TILX111262,1,1,HYDROCHLORIC ACID,,,,
2017022441983,2017-02-14T00:00:00,2017-02-24T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-02-21T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-02-23T00:00:00,ALASKA GARDEN AND PET SUPPLY,114 N ORCA    ANCHORAGE AK 99501 US,,,,TIGER CALCIUM SERVICES INC,601-15 AVE    NISKU AB 826995 CA,,,,CN598203,1,1,CALCIUM CHLORIDE,,,,
2017022442009,2017-02-14T00:00:00,2017-02-24T00:00:00,AQUATRAIN,"Anchorage, Alaska",2017-02-21T00:00:00,"Prince Rupert, BC ,Canada",New,PRINCE RUPERT,,,,2017-02-23T00:00:00,AMERIGAS PROPANE LP,20810 BIRCHWOOD SPUR ROAD    BIRCHWOOD AK 99999 US,,,,PLAINS MIDSTREAM CANADA ULC,11010 125 STREET    SCOTFORD BC 029699 CA,,,,PROX30238,1,1,LIQUEFIED PETROLEUM GAS,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336405,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336431,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0320076,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0328586,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0329638,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0329690,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0331050,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0332800,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0335137,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336637,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336658,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336663,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336679,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336703,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336724,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336730,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336745,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336750,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336832,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336853,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0336869,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338286,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338291,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338305,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338310,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338326,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338331,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338347,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338481,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338521,1,1,EMPTY CONTAINER,,,,
2017022864711,2017-02-15T00:00:00,2017-02-28T00:00:00,NICOLAI MAERSK,"Anchorage, Alaska",2017-02-28T00:00:00,"Tsingtao,China (Mainland)",New,QINGDAO,,,,2017-02-24T00:00:00,MAERSK INC,"MAERSK INC 180 PARK AVE,BUILDING 105 PO BOX 950,FLORHAM PARK, NJ 07932",,,,THOR JOERGENSEN A/S,THOR JOERGENSEN A/S OESTBANEGADE 55 DK-2100 COPENHAGEN OE,,,,MNBU0338537,1,1,EMPTY CONTAINER,,,,
